,Name,Studio,Episodes,Genres,Source,Type,Score,Members,Season,Year
2778,Good Morning Althea,-,1,"[Action, Mecha, Sci-Fi]",-,OVA,5.58,894,Fall,1987
2779,Relic Armor Legaciam,-,1,"[Action, Mecha, Sci-Fi]",-,OVA,5.77,752,Fall,1987
2780,Makyou Gaiden Le Deus,Production Reed,1,"[Action, Adventure, Mecha, Sci-Fi]",-,OVA,5.78,739,Fall,1987
2781,Kimagure Orange☆Road: Soushuuhen Tanabata Special,Studio Pierrot,1,[Shounen],Manga,OVA,6.85,701,Fall,1987
2782,Scoopers,-,1,"[Action, Sci-Fi]",Manga,OVA,5.82,306,Fall,1987
2783,Milk House Dreaming: Ai no Shiki,-,1,"[Music, Shoujo]",-,OVA,6.88513427562,140,Fall,1987
2784,Katte ni Shirokuma,-,1,[Comedy],-,OVA,6.88513427562,137,Fall,1987
2785,Taiman Blues: Shimizu Naoto-hen,-,3,[Shounen],-,OVA,6.88513427562,133,Fall,1987
2786,Kentauros no Densetsu,-,1,"[Action, Drama]",-,OVA,6.88513427562,98,Fall,1987
2787,Boku no Oldies wa All Color,-,1,"[Music, Romance, Seinen]",Manga,OVA,6.88513427562,21,Fall,1987
2788,Lupin III: Fuuma Ichizoku no Inbou,-,1,"[Action, Adventure, Comedy, Shounen]",-,Movie,7.37,"4,401",Fall,1987
2789,Genji Monogatari,Group TAC,1,"[Drama, Historical, Romance]",Novel,Movie,6.69,"2,969",Fall,1987
2790,Mori no Densetsu,-,1,"[Adventure, Drama, Fantasy, Music]",Original,Movie,6.69,"1,091",Fall,1987
2791,Gokiburi-tachi no Tasogare,-,1,"[Drama, Military]",Original,Movie,6.0,871,Fall,1987
2792,Shouri Toushu,Toei Animation,1,[Sports],-,Movie,6.88513427562,96,Fall,1987
2793,Hitomi no Naka no Shounen: Juugo Shounen Hyouryuuki,Nippon Animation,1,"[Adventure, Historical]",Novel,Special,6.8,320,Fall,1987
2794,Saint Elmo: Hikari no Raihousha,Toei Animation,1,[Sci-Fi],Original,Special,6.88513427562,173,Fall,1987
2795,Seishun Anime Zenshuu Specials,Nippon Animation,2,"[Drama, Historical]",Novel,Special,6.88513427562,70,Fall,1987
2796,Yuu☆Yuu☆Hakusho,Studio Pierrot,112,"[Action, Comedy, Demons, Martial Arts, Fantasy, School, Shounen]",Manga,TV,8.47,"219,034",Fall,1992
2797,Hime-chan no Ribbon,Studio Gallop,61,"[Comedy, Fantasy, Magic, Romance, School, Shoujo]",Manga,TV,7.55,"3,921",Fall,1992
2798,Kaze no Naka no Shoujo: Kinpatsu no Jeanie,Nippon Animation,52,"[Drama, Historical]",-,TV,7.15,"1,588",Fall,1992
2799,Mikan Enikki,Nippon Animation,30,"[Slice of Life, Comedy, Romance, Shoujo]",Manga,TV,7.34,"1,230",Fall,1992
2800,Shin Calimero,Toei Animation,52,[Comedy],-,TV,6.18,"1,111",Fall,1992
2801,"Flanders no Inu, Boku no Patrasche",TMS Entertainment,26,"[Drama, Historical]",Novel,TV,7.3,883,Fall,1992
2802,Tsuyoshi Shikkari Shinasai,-,112,"[Comedy, Drama, Romance, School, Shounen, Slice of Life]",Manga,TV,7.03,669,Fall,1992
2803,Boukensha: The Man Was from Spain,Nippon Animation,26,"[Adventure, Historical]",-,TV,6.44,558,Fall,1992
2804,Nangoku Shounen Papuwa-kun,Nippon Animation,42,"[Adventure, Comedy, Shounen]",Manga,TV,6.55,449,Fall,1992
2805,Super Zugan,Studio Deen,21,"[Game, Comedy, Shounen]",Manga,TV,6.88513427562,213,Fall,1992
2806,Space Oz no Bouken,-,26,"[Adventure, Sci-Fi]",-,TV,6.88513427562,173,Fall,1992
2807,Shounen Ashibe 2,Life Work,25,"[Comedy, Slice of Life]",4-koma manga,TV,6.88513427562,158,Fall,1992
2808,Tokyo Babylon,Madhouse,2,"[Action, Magic, Mystery, Supernatural]",Manga,OVA,6.82,"12,215",Fall,1992
2809,Kyou kara Ore wa!!,Studio Pierrot,10,"[Comedy, Shounen]",Manga,OVA,8.13,"9,269",Fall,1992
2810,Ushio to Tora,Pastel,10,"[Action, Comedy, Horror]",Manga,OVA,7.23,"6,675",Fall,1992
2811,Bannou Bunka Neko-Musume,"Animate Film, Studio Fantasia",6,"[Sci-Fi, Adventure, Comedy, Mecha, Seinen]",Manga,OVA,6.79,"6,428",Fall,1992
2812,Fatal Fury: Legend of the Hungry Wolf,-,1,"[Action, Adventure, Drama, Martial Arts, Romance, Shounen]",-,OVA,6.62,"5,688",Fall,1992
2813,Ys: Tenkuu no Shinden - Adol Christine no Bouken,-,4,"[Adventure, Fantasy, Magic, Demons, Drama]",-,OVA,6.79,"3,190",Fall,1992
2814,Green Legend Ran,-,3,"[Adventure, Drama, Sci-Fi]",Original,OVA,6.88,"3,171",Fall,1992
2815,Jigen Sengokushi: Kuro no Shishi - Jinnai-hen,-,1,"[Action, Adventure, Historical, Sci-Fi, Shounen]",-,OVA,5.73,"2,080",Fall,1992
2816,Future GPX Cyber Formula 11,Sunrise,6,"[Drama, Sci-Fi, Shounen, Sports]",-,OVA,7.49,"1,189",Fall,1992
2817,Gensou Jotan Ellcia,J.C.Staff,4,"[Adventure, Fantasy]",-,OVA,6.05,"1,027",Fall,1992
2818,Down Load: Namu Amida Butsu wa Ai no Uta,Madhouse,1,"[Action, Adventure, Psychological, Sci-Fi]",Original,OVA,5.92,835,Fall,1992
2819,Dragon Slayer Eiyuu Densetsu: Ouji no Tabidachi,-,2,"[Action, Fantasy, Magic]",-,OVA,5.8,731,Fall,1992
2820,Scramble Wars: Tsuppashire! Genom Trophy Rally,AIC,1,[Parody],Original,OVA,6.43,613,Fall,1992
2821,New Dream Hunter Rem: Setsuriku no Mudenmekyu,-,1,"[Ecchi, Magic]",Original,OVA,6.19,569,Fall,1992
2822,Wolf Guy,J.C.Staff,6,"[Action, Military, Sci-Fi]",-,OVA,5.92,528,Fall,1992
2823,D-1 Devastator,-,2,"[Mecha, Sci-Fi]",-,OVA,5.85,363,Fall,1992
2824,Eien no Filena,Studio Pierrot,6,"[Adventure, Drama, Fantasy]",-,OVA,6.22,350,Fall,1992
2825,Hayou no Ken: Shikkoku no Mashou,-,2,"[Fantasy, Shoujo, Supernatural]",-,OVA,6.88513427562,208,Fall,1992
2826,Neko Hiki no Ororane,J.C.Staff,1,[Fantasy],-,OVA,6.88513427562,182,Fall,1992
2827,Naniwa Yuukyouden: Nekketsu!! Bakushou Mankai-hen,Toei Animation,1,"[Action, Comedy]",-,OVA,6.88513427562,105,Fall,1992
2828,Genki Bakuhatsu Ganbaruger: Hyakka,Sunrise,1,"[Action, Mecha, Shounen]",-,OVA,6.88513427562,90,Fall,1992
2829,Shin Choubakumatsu Shounen Seiki Takamaru,J.C.Staff,6,"[Action, Comedy, Fantasy]",-,OVA,6.88513427562,84,Fall,1992
2830,Nanbo no Monjai! Yankee Gurentai,-,1,"[Action, Comedy]",-,OVA,6.88513427562,77,Fall,1992
2831,Columbus no Daibouken,-,1,[Historical],Original,OVA,6.88513427562,51,Fall,1992
2832,Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa,Magic Bus,1,"[Action, Drama, Military, Sci-Fi, Shounen, Space]",Novel,Movie,6.38,"7,173",Fall,1992
2833,Apfelland Monogatari,J.C.Staff,1,"[Adventure, Historical, Drama]",Novel,Movie,6.15,910,Fall,1992
2834,Chibi Maruko-chan: Watashi no Suki na Uta,Nippon Animation,1,"[Music, Slice of Life, Drama, Romance, Shoujo]",-,Movie,7.09,478,Fall,1992
2835,"Oishinbo: Kyuukyoku tai Shikou, Chouju Ryouri Taiketsu!!",Shin-Ei Animation,1,"[Comedy, Seinen, Slice of Life]",Manga,Movie,6.32,195,Fall,1992
2836,Shou-chan Sora wo Tobu,-,1,"[Horror, Sci-Fi]",Novel,Movie,6.88513427562,73,Fall,1992
2837,Nandarou,Studio Ghibli,1,[Comedy],-,Special,5.39,"1,698",Fall,1992
2838,Petshop of Horrors,Madhouse,4,"[Horror, Josei, Mystery, Supernatural]",Manga,TV,7.39,"35,051",Winter,1999
2839,Kamikaze Kaitou Jeanne,Toei Animation,44,"[Adventure, Comedy, Demons, Drama, Fantasy, Magic, Mystery, Romance, Shoujo]",Manga,TV,7.52,"32,994",Winter,1999
2840,Seikai no Monshou,Sunrise,13,"[Action, Military, Sci-Fi, Space, Romance]",Light novel,TV,7.81,"28,270",Winter,1999
2841,Ojamajo Doremi,Toei Animation,51,"[Comedy, Magic]",Original,TV,7.19,"21,389",Winter,1999
2842,Iketeru Futari,J.C.Staff,16,"[Comedy, Ecchi, Romance, School, Seinen]",-,TV,6.77,"12,501",Winter,1999
2843,Himiko-den,Group TAC,12,"[Adventure, Supernatural, Drama, Fantasy]",Game,TV,6.37,"3,920",Winter,1999
2844,Beast Wars Neo,Production Reed,35,"[Action, Adventure, Mecha, Shounen, Super Power]",-,TV,6.67,"1,427",Winter,1999
2845,Uchuu Kaizoku Mito no Daibouken,"Genco, Triangle Staff",13,"[Action, Comedy, Sci-Fi]",-,TV,6.6,"1,104",Winter,1999
2846,Bomberman B-Daman Bakugaiden V,Madhouse,50,"[Sci-Fi, Shounen]",-,TV,6.65,"1,016",Winter,1999
2847,Bakukyuu Renpatsu! Super Bedaman,Xebec,18,"[Adventure, Game]",-,TV,6.49,656,Winter,1999
2848,Chou Hatsumei Boy Kanipan,-,21,"[Adventure, Comedy, Mecha, Romance]",Original,TV,7.0,445,Winter,1999
2849,Nihon-ichi no Otoko no Tamashii,Studio Deen,16,"[Comedy, Romance]",-,TV,6.88513427562,433,Winter,1999
2850,RESTOL: Special Rescue Team,-,26,"[Action, Adventure, Mecha, Police]",-,TV,6.63,329,Winter,1999
2851,Tooi Sekai,-,1,"[Romance, Drama]",-,ONA,6.57,"11,831",Winter,1999
2852,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Studio Deen,4,"[Action, Historical, Drama, Romance, Martial Arts, Samurai]",Manga,OVA,8.82,"142,231",Winter,1999
2853,Slayers Excellent,J.C.Staff,3,"[Adventure, Comedy, Demons, Supernatural, Magic, Fantasy, Shounen]",Light novel,OVA,7.43,"14,383",Winter,1999
2854,Harlock Saga: Nibelung no Yubiwa,"Studio March, Studio Z5",6,"[Action, Adventure, Space, Drama, Sci-Fi, Seinen]",-,OVA,6.9,"3,503",Winter,1999
2855,Sotsugyou M: Ore-tachi no Carnival,Artland,2,"[Drama, School]",Manga,OVA,5.65,"1,314",Winter,1999
2856,Highschool Aurabuster: Hikari no Mezame,OLM,3,"[Drama, Fantasy, Super Power]",-,OVA,6.31,373,Winter,1999
2857,Shishunki Bishoujo Gattai Robo Z-MIND,Sunrise,6,"[Action, Mecha, Parody]",-,OVA,5.81,369,Winter,1999
2858,Dennou Sentai Voogie's★Angel: Forever and Ever,J.C.Staff,1,"[Action, Mecha, Comedy, Sci-Fi, Drama]",-,OVA,6.88513427562,189,Winter,1999
2859,Time Ranger Cesar Boy no Bouken: Roma Teikoku-hen,Toei Animation,1,"[Adventure, Sci-Fi]",-,OVA,6.88513427562,80,Winter,1999
2860,Yu☆Gi☆Oh! (1999),Toei Animation,1,"[Adventure, Comedy, Fantasy, Game, Shounen]",Manga,Movie,7.04,"29,205",Winter,1999
2861,Gundress,-,1,"[Action, Mecha, Sci-Fi]",-,Movie,5.67,"2,138",Winter,1999
2862,Doraemon: Nobita's the Night Before a Wedding,-,1,[Fantasy],-,Movie,7.42,"1,083",Winter,1999
2863,Dr. Slump Movie 10: Arale no Bikkuriman,Toei Animation,1,"[Comedy, Sci-Fi, Shounen]",Manga,Movie,6.3,575,Winter,1999
2864,"The☆Doraemons: Strange, Sweets, Strange?",Shin-Ei Animation,1,[Fantasy],-,Movie,6.78,472,Winter,1999
2865,Heya/Keitai,-,1,"[Fantasy, Music]",Original,Movie,5.55,371,Winter,1999
2866,Gegege no Kitarou: Kitarou no Yuurei Densha,Toei Animation,1,"[Adventure, Demons, Super Power, Supernatural]",-,Movie,6.17,227,Winter,1999
2867,Chel-in sacheon-wang,-,1,"[Action, Sci-Fi]",-,Movie,6.88513427562,60,Winter,1999
2868,Aoyama Goushou Tanpenshuu,TMS Entertainment,7,"[Adventure, Mystery, Comedy, Police, Shounen]",-,Special,7.41,"2,464",Winter,1999
2869,Tekkon Kinkreet Pilot,-,1,"[Action, Adventure, Psychological, Supernatural]",Manga,Special,5.05,465,Winter,1999
2870,Neo Faust,-,1,[Supernatural],Manga,Special,5.94,164,Winter,1999
2871,Bakukyuu Renpatsu! Super B-Daman Specials,Xebec,2,"[Adventure, Game]",Manga,Special,6.88513427562,41,Winter,1999
2872,Baccano!,Brain's Base,13,"[Action, Comedy, Supernatural, Historical, Mystery, Seinen]",Light novel,TV,8.52,"401,994",Summer,2007
2873,School Days,TNK,12,"[Harem, Drama, Romance, School]",Visual novel,TV,6.12,"306,600",Summer,2007
2874,Zero no Tsukaima: Futatsuki no Kishi,J.C.Staff,12,"[Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School]",Light novel,TV,7.71,"259,191",Summer,2007
2875,Higurashi no Naku Koro ni Kai,Studio Deen,24,"[Mystery, Psychological, Supernatural, Thriller]",Visual novel,TV,8.39,"235,953",Summer,2007
2876,Sayonara Zetsubou Sensei,Shaft,12,"[Comedy, Parody, School]",Manga,TV,8.01,"188,093",Summer,2007
2877,Devil May Cry,Madhouse,12,"[Action, Demons, Fantasy]",Game,TV,7.13,"178,442",Summer,2007
2878,Mononoke,Toei Animation,12,"[Mystery, Historical, Horror, Demons, Supernatural, Fantasy, Seinen]",Original,TV,8.48,"99,874",Summer,2007
2879,Zombie-Loan,Xebec,11,"[Action, Horror, Shounen, Supernatural]",Manga,TV,7.05,"98,435",Summer,2007
2880,Shigurui,Madhouse,12,"[Action, Historical, Drama, Martial Arts, Samurai, Seinen]",Manga,TV,7.53,"55,887",Summer,2007
2881,Kenkou Zenrakei Suieibu Umishou,Artland,13,"[Ecchi, Sports, Comedy, School, Shounen]",Manga,TV,7.24,"27,049",Summer,2007
2882,Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,AIC Spirits,12,"[Action, Mystery, Horror, Drama, Martial Arts, Fantasy, School]",Visual novel,TV,7.4,"23,194",Summer,2007
2883,Doujin Work,Remic,12,"[Slice of Life, Comedy]",4-koma manga,TV,6.88,"21,169",Summer,2007
2884,Moetan,Actas,12,"[Comedy, Ecchi, Magic, School]",Other,TV,6.54,"19,659",Summer,2007
2885,Sky Girls,J.C.Staff,26,"[Mecha, Military, Sci-Fi]",-,TV,7.11,"17,756",Summer,2007
2886,Nanatsu-iro★Drops,Diomedea,12,"[Magic, Romance, School]",Visual novel,TV,7.14,"17,089",Summer,2007
2887,Code-E,Studio Deen,12,"[Comedy, Romance, School, Sci-Fi, Slice of Life]",Original,TV,6.51,"12,829",Summer,2007
2888,Mushi-Uta,Zexcs,12,"[Action, Sci-Fi, Fantasy]",Light novel,TV,6.78,"12,331",Summer,2007
2889,Potemayo,J.C.Staff,12,"[Comedy, School, Seinen]",4-koma manga,TV,7.4,"12,110",Summer,2007
2890,Wangan Midnight,A.C.G.T.,26,"[Action, Cars, Seinen, Sports]",Manga,TV,7.55,"11,435",Summer,2007
2891,Buzzer Beater 2nd Season,TMS Entertainment,13,"[Action, Sci-Fi, Shounen, Sports]",Web manga,TV,6.97,"5,503",Summer,2007
2892,Tetsuko no Tabi,Group TAC,13,"[Comedy, Seinen, Slice of Life]",Manga,TV,6.59,"1,376",Summer,2007
2893,Saishuu Shiken Kujira,Zexcs,12,"[Comedy, Ecchi, Mystery, School, Supernatural]",Visual novel,ONA,5.22,"3,443",Summer,2007
2894,Bokusatsu Tenshi Dokuro-chan 2,Hal Film Maker,2,"[Magic, Ecchi, Comedy]",Light novel,OVA,6.9,"74,278",Summer,2007
2895,Murder Princess,Bee Train,6,"[Action, Adventure, Fantasy]",Manga,OVA,7.13,"41,252",Summer,2007
2896,Aria The OVA: Arietta,Hal Film Maker,1,"[Fantasy, Sci-Fi, Shounen, Slice of Life]",Manga,OVA,8.12,"21,894",Summer,2007
2897,Kodomo no Jikan OVA,Diomedea,3,"[Comedy, Ecchi, School]",-,OVA,7.22,"21,439",Summer,2007
2898,AIKa R-16: Virgin Mission,Studio Fantasia,3,"[Action, Ecchi, Comedy]",-,OVA,6.09,"14,170",Summer,2007
2899,Iblard Jikan,Studio Ghibli,1,[Fantasy],Other,OVA,7.12,"12,090",Summer,2007
2900,Red Garden: Dead Girls,Gonzo,1,"[Mecha, Mystery]",Original,OVA,6.49,"5,924",Summer,2007
2901,Blame! Prologue,Production I.G,2,"[Action, Mecha, Sci-Fi]",Manga,OVA,5.75,"5,583",Summer,2007
2902,H. P. Lovecraft's The Dunwich Horror and Other Stories,Toei Animation,1,[Horror],-,OVA,6.34,"1,830",Summer,2007
2903,Tamala 2010: A Punk Cat in Space OVA,Studio Pierrot,2,"[Dementia, Sci-Fi]",Original,OVA,6.31,566,Summer,2007
2904,AAA de Ikou!!: Yuuna & Akiko,-,1,[Comedy],-,OVA,6.88513427562,113,Summer,2007
2905,Evangelion: 1.0 You Are (Not) Alone,Khara,1,"[Action, Sci-Fi, Mecha]",Original,Movie,8.19,"212,564",Summer,2007
2906,Stranger: Mukou Hadan,Bones,1,"[Action, Adventure, Historical, Samurai]",Original,Movie,8.43,"141,339",Summer,2007
2907,Naruto: Shippuuden Movie 1,Studio Pierrot,1,"[Action, Adventure, Comedy, Fantasy, Shounen]",Manga,Movie,7.42,"118,151",Summer,2007
2908,Clannad Movie,Toei Animation,1,"[Drama, Romance, Fantasy, School]",Visual novel,Movie,7.34,"105,059",Summer,2007
2909,Piano no Mori,Madhouse,1,"[Adventure, Music, Comedy, Drama, School, Seinen]",Manga,Movie,7.85,"27,396",Summer,2007
2910,Genius Party,Studio 4°C,7,"[Action, Sci-Fi, Music, Dementia, Psychological, Romance, Fantasy, Mecha]",Original,Movie,7.37,"20,068",Summer,2007
2911,Vexille: 2077 Nihon Sakoku,Oxybot,1,"[Action, Military, Sci-Fi]",Original,Movie,7.02,"15,259",Summer,2007
2912,Kappa no Coo to Natsuyasumi,Shin-Ei Animation,1,"[Adventure, Shounen]",Original,Movie,7.63,"7,695",Summer,2007
2913,Aquarion Movie: Ippatsu Gyakuten-hen,Satelight,1,"[Fantasy, Mecha, Drama]",-,Movie,6.9,"4,571",Summer,2007
2914,Kiddy Grade: Truth Dawn,"Asread, Gonzo",1,"[Action, Mecha, Sci-Fi, Super Power]",Original,Movie,7.3,"3,282",Summer,2007
2915,Ginga Tetsudou 999: Hoshizora wa Time Machine,Toei Animation,1,"[Drama, Sci-Fi]",-,Movie,6.92,494,Summer,2007
2916,"Dai-chan, Daisuki.",-,1,"[Drama, School, Slice of Life]",-,Movie,6.88513427562,112,Summer,2007
2917,Tetsu no Ko Kanahiru,-,1,[Fantasy],-,Movie,6.88513427562,82,Summer,2007
2918,Bogeul Bogeul Bomulseon,-,1,"[Adventure, Fantasy]",-,Movie,6.88513427562,79,Summer,2007
2919,Death Note Rewrite,Madhouse,2,"[Mystery, Police, Psychological, Supernatural, Thriller]",Manga,Special,7.83,"95,861",Summer,2007
2920,Higurashi no Naku Koro ni Special: Nekogoroshi-hen,Studio Deen,1,[Mystery],Light novel,Special,7.31,"48,677",Summer,2007
2921,Higurashi no Naku Koro ni Kai Specials,Studio Deen,24,"[Comedy, Parody]",Visual novel,Special,7.44,"29,803",Summer,2007
2922,ef: A Tale of Memories. - Prologue,Shaft,1,"[Drama, Music]",Visual novel,Special,7.23,"22,053",Summer,2007
2923,Shakugan no Shana Movie Special,J.C.Staff,1,"[Adventure, Comedy, Fantasy, Parody]",-,Special,7.23,"20,013",Summer,2007
2924,Sola Specials,Nomad,2,"[Comedy, Romance, Slice of Life, Supernatural]",Manga,Special,7.04,"12,521",Summer,2007
2925,Ghost in the Shell: Stand Alone Complex - Solid State Society - Uchikoma no Hibi,Production I.G,1,"[Comedy, Mecha, Sci-Fi]",Manga,Special,7.15,"9,465",Summer,2007
2926,Sumomomo Momomo: Chijou Saikyou no Yome Specials,Studio Hibari,2,"[Comedy, Ecchi, Martial Arts, Romance]",-,Special,7.07,"7,543",Summer,2007
2927,"Pokemon Fushigi no Dungeon: Toki no Tankentai, Yami no Tankentai",OLM,1,"[Adventure, Fantasy]",-,Special,6.76,"7,098",Summer,2007
2928,Miyori no Mori,Nippon Animation,1,"[Slice of Life, Fantasy, Drama]",Manga,Special,7.06,"6,859",Summer,2007
2929,Digimon Savers: Agumon! Gaomon! Lalamon! Bakuretsu! Jougai Last Battle!,Toei Animation,1,"[Action, Adventure, Comedy, Fantasy, Sci-Fi, Supernatural]",Original,Special,6.74,"4,653",Summer,2007
2930,Kyoushirou to Towa no Sora Specials,TNK,6,"[Drama, Magic, Romance, Shounen]",Manga,Special,6.74,"4,138",Summer,2007
2931,Tokimeki Memorial: Only Love Specials,Studio Pierrot,2,"[Comedy, School]",Original,Special,6.77,"3,618",Summer,2007
2932,Potemayo Specials,J.C.Staff,6,"[Comedy, School, Seinen]",4-koma manga,Special,7.43,"3,047",Summer,2007
2933,Lupin III: Kiri no Elusive,TMS Entertainment,1,"[Action, Adventure, Comedy, Shounen]",-,Special,7.04,"2,900",Summer,2007
2934,iDOLM@STER Xenoglossia Specials,Sunrise,9,"[Comedy, Mecha, Sci-Fi]",-,Special,6.23,"2,525",Summer,2007
2935,Tenpou Ibun: Ayakashi Ayashi - Ayashi Shinkyoku,Bones,5,"[Action, Supernatural, Historical, Drama]",Original,Special,6.99,"2,000",Summer,2007
2936,Bokurano Recap,Gonzo,1,"[Drama, Mecha, Psychological, Sci-Fi]",Manga,Special,6.24,"1,899",Summer,2007
2937,Dennou Coil Recaps,Madhouse,2,"[Adventure, Comedy, Drama, Mystery, Sci-Fi]",-,Special,6.45,"1,452",Summer,2007
2938,Shinano Mainichi Shinbun,-,1,[Slice of Life],-,Special,5.65,"1,382",Summer,2007
2939,Marginal Prince: Gekkeiju no Ouji-tachi - Tokyo Merry-Go-Round,-,1,"[Romance, School, Shounen Ai]",Visual novel,Special,6.16,918,Summer,2007
2940,Futatsu no Kurumi,Shin-Ei Animation,1,[Drama],-,Special,6.6,600,Summer,2007
2941,Giant Robo,-,1,"[Action, Mecha]",Manga,Special,6.88513427562,149,Summer,2007
2942,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san no Sushi Kuinee! - Choujyou Maguro Taiket,-,2,"[Comedy, Police]",Manga,Special,6.88513427562,146,Summer,2007
2943,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Shiiron Tankentai! Sumidagawa no Chikai - Omoide n,-,2,"[Comedy, Police]",Manga,Special,6.88513427562,139,Summer,2007
2944,Mousou Dairinin,Madhouse,13,"[Drama, Mystery, Police, Psychological, Supernatural, Thriller]",Original,TV,7.74,"152,508",Winter,2004
2945,Ghost in the Shell: Stand Alone Complex 2nd GIG,Production I.G,26,"[Action, Military, Sci-Fi, Mystery, Police, Mecha, Seinen]",Manga,TV,8.57,"127,305",Winter,2004
2946,Maria-sama ga Miteru,Studio Deen,13,"[Drama, Romance, Shoujo, Shoujo Ai, Slice of Life]",Light novel,TV,7.47,"36,302",Winter,2004
2947,Gokusen,Madhouse,13,"[Slice of Life, Comedy, Drama, School, Josei]",Manga,TV,7.48,"23,527",Winter,2004
2948,Yumeria,Studio Deen,12,"[Action, Comedy, Ecchi, Harem, Super Power]",Visual novel,TV,6.24,"19,918",Winter,2004
2949,Futari wa Precure,Toei Animation,49,"[Action, Comedy, Magic, Fantasy, Shoujo]",Original,TV,7.0,"19,374",Winter,2004
2950,Mezzo DSA,Arms,13,"[Action, Adventure, Comedy, Mystery, Sci-Fi]",Original,TV,6.77,"12,334",Winter,2004
2951,Hikari to Mizu no Daphne,J.C.Staff,24,"[Comedy, Drama, Mystery, Police, Psychological, Sci-Fi]",Original,TV,6.86,"9,296",Winter,2004
2952,Area 88 (TV),Group TAC,12,"[Action, Drama, Military, Romance, Shounen]",Manga,TV,7.15,"8,115",Winter,2004
2953,Juubee-chan 2: Siberia Yagyuu no Gyakushuu,Madhouse,13,"[Adventure, Comedy, Drama, Martial Arts, Samurai, Shounen]",Original,TV,6.97,"7,053",Winter,2004
2954,Yuugo: Koushounin,Artland,13,"[Action, Military, Mystery, Psychological, Drama, Seinen]",Manga,TV,7.23,"6,680",Winter,2004
2955,Burn Up Scramble,AIC,12,"[Action, Comedy, Drama, Ecchi, Police, Sci-Fi, Shounen]",Original,TV,6.32,"6,181",Winter,2004
2956,Kita e.: Diamond Dust Drops,Studio Deen,12,"[Drama, Romance, Slice of Life]",Visual novel,TV,6.75,"6,057",Winter,2004
2957,Choujuushin Gravion Zwei,Gonzo,12,"[Adventure, Comedy, Mecha, Sci-Fi, Shounen]",Original,TV,6.73,"6,045",Winter,2004
2958,Chou Henshin Cosprayers,"Imagin, Studio Live",8,"[Action, Ecchi, Adventure, Fantasy, Magic, Comedy, Super Power, Sci-Fi]",Original,TV,5.08,"5,821",Winter,2004
2959,SD Gundam Force,Sunrise,52,"[Adventure, Comedy, Fantasy, Mecha]",Original,TV,5.56,"5,137",Winter,2004
2960,Divergence Eve 2: Misaki Chronicles,Radix,13,"[Adventure, Drama, Mecha, Military, Sci-Fi, Space]",Original,TV,6.39,"5,022",Winter,2004
2961,Transformers Superlink,Actas,51,"[Adventure, Mecha, Sci-Fi, Shounen]",-,TV,6.35,"2,845",Winter,2004
2962,Kaiketsu Zorori (TV),Ajia-Do,52,"[Adventure, Comedy]",-,TV,7.14,"1,193",Winter,2004
2963,Monkey Turn,OLM,25,"[Action, Sports, Drama, Shounen]",Manga,TV,6.47,642,Winter,2004
2964,Nendo no Tatakai,-,1,"[Comedy, Fantasy]",-,ONA,3.25,"1,293",Winter,2004
2965,Nendo no Tatakai 2,-,1,"[Comedy, Fantasy]",-,ONA,3.35,"1,153",Winter,2004
2966,Hunter x Hunter: Greed Island Final,Nippon Animation,14,"[Action, Adventure, Shounen, Super Power]",Manga,OVA,8.4,"60,968",Winter,2004
2967,Wolf's Rain OVA,Bones,4,"[Sci-Fi, Adventure, Psychological, Supernatural, Drama]",Original,OVA,8.12,"39,846",Winter,2004
2968,Phantom The Animation,Arcs Create,3,"[Action, Drama, Shounen]",Visual novel,OVA,6.65,"9,684",Winter,2004
2969,Ou Dorobou Jing in Seventh Heaven,Studio Deen,3,"[Adventure, Fantasy, Psychological, Comedy, Shounen]",-,OVA,7.4,"9,019",Winter,2004
2970,Interlude,Toei Animation,3,"[Adventure, Horror, Mystery]",Visual novel,OVA,6.64,"8,185",Winter,2004
2971,Mobile Suit Gundam Seed MSV Astray,Sunrise,2,"[Mecha, Military, Sci-Fi, Shounen, Space]",-,OVA,6.45,"7,772",Winter,2004
2972,Animation Seisaku Shinkou Kuromi-chan 2,Yumeta Company,1,"[Comedy, Parody, Drama]",-,OVA,7.03,"3,996",Winter,2004
