,Name,Studio,Episodes,Genres,Source,Type,Score,Members,Season,Year
1837,Muteki Robo Trider G7,Sunrise,50,"[Comedy, Mecha, Sci-Fi, Space]",Original,TV,6.58,402,Winter,1980
1838,Time Bokan Series: Time Patroltai Otasukeman,Tatsunoko Production,53,"[Action, Adventure, Comedy, Sci-Fi]",-,TV,6.51,392,Winter,1980
1839,Maeterlinck no Aoi Tori: Tyltyl Mytyl no Bouken Ryokou,Toei Animation,26,"[Adventure, Fantasy]",-,TV,6.62,315,Winter,1980
1840,Doraemon Movie 01: Nobita no Kyouryuu,Shin-Ei Animation,1,"[Adventure, Comedy]",-,Movie,7.38,"1,974",Winter,1980
1841,Hi no Tori 2772: Ai no CosmoZone,-,1,"[Adventure, Fantasy, Drama, Sci-Fi]",-,Movie,6.91,"1,865",Winter,1980
1842,Ashita no Joe (Movie),Mushi Production,1,"[Action, Drama, Shounen, Sports]",-,Movie,7.25,"1,733",Winter,1980
1843,Ginga Tetsudou 999: Glass no Clair,Toei Animation,1,"[Drama, Sci-Fi, Space]",Manga,Movie,6.77,"1,249",Winter,1980
1844,Speed,-,1,[Comedy],-,Movie,5.3,562,Winter,1980
1845,Ie Naki Ko (Movie),-,1,"[Slice of Life, Adventure, Drama]",-,Movie,6.75,518,Winter,1980
1846,Hana no Ko Lunlun: Konnichiwa Sakura no Kuni,Toei Animation,1,"[Magic, Drama, Shoujo]",-,Movie,6.06,473,Winter,1980
1847,Samchongsa: Time Machine 001,-,1,"[Adventure, Sci-Fi]",-,Movie,6.88513427562,106,Winter,1980
1848,Nodoka Mori no Doubutsu Daisakusen,Nippon Animation,1,[Fantasy],-,Special,6.11,185,Winter,1980
1849,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,Diomedea,10,"[Comedy, Supernatural, Fantasy]",Light novel,TV,7.83,"247,774",Winter,2013
1850,Boku wa Tomodachi ga Sukunai Next,AIC Build,12,"[Comedy, Harem, Romance, School, Seinen, Slice of Life]",Light novel,TV,7.66,"240,055",Winter,2013
1851,Maoyuu Maou Yuusha,Arms,12,"[Adventure, Demons, Fantasy, Historical, Romance]",Light novel,TV,7.43,"184,115",Winter,2013
1852,Love Live! School Idol Project,Sunrise,13,"[Music, Slice of Life, School]",Other,TV,7.67,"182,045",Winter,2013
1853,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,A-1 Pictures,13,"[Comedy, Harem, Romance, School]",Light novel,TV,7.3,"179,857",Winter,2013
1854,Amnesia,Brain's Base,12,"[Mystery, Romance, Fantasy, Josei]",Visual novel,TV,6.36,"148,055",Winter,2013
1855,Tamako Market,Kyoto Animation,12,"[Slice of Life, Comedy]",Original,TV,7.36,"145,591",Winter,2013
1856,Kotoura-san,AIC Classic,12,"[Comedy, Drama, Romance, School]",4-koma manga,TV,7.36,"138,478",Winter,2013
1857,Chihayafuru 2,Madhouse,25,"[Game, Slice of Life, Sports, Drama, Josei]",Manga,TV,8.5,"95,639",Winter,2013
1858,GJ-bu,Doga Kobo,12,"[Comedy, School, Slice of Life]",Light novel,TV,7.46,"92,874",Winter,2013
1859,Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,Manglobe,12,"[Shounen, Supernatural]",Original,TV,7.68,"68,579",Winter,2013
1860,Hakkenden: Touhou Hakken Ibun,Studio Deen,13,"[Action, Supernatural, Fantasy, Shoujo]",Manga,TV,7.56,"66,050",Winter,2013
1861,Senyuu.,"LIDENFILMS, Ordet",13,"[Action, Comedy, Parody, Fantasy, Shounen]",Web manga,TV,7.48,"63,683",Winter,2013
1862,Senran Kagura,Artland,12,"[Action, Comedy, Ecchi, School]",Game,TV,6.47,"62,387",Winter,2013
1863,Sasami-san@Ganbaranai,Shaft,12,"[Comedy, Romance, Supernatural]",Light novel,TV,6.73,"59,258",Winter,2013
1864,Cuticle Tantei Inaba,Zexcs,12,"[Action, Mystery, Comedy, Supernatural, Shounen]",Manga,TV,7.43,"55,436",Winter,2013
1865,Vividred Operation,A-1 Pictures,12,"[Action, Sci-Fi, Ecchi]",Original,TV,6.55,"48,424",Winter,2013
1866,Minami-ke Tadaima,feel.,13,"[Comedy, School, Slice of Life]",Manga,TV,7.77,"33,734",Winter,2013
1867,Yama no Susume,8bit,12,"[Adventure, Comedy, Slice of Life]",Manga,TV,6.82,"30,142",Winter,2013
1868,AKB0048: Next Stage,Satelight,13,"[Music, Sci-Fi]",Original,TV,7.82,"23,756",Winter,2013
1869,Mangirl!,Doga Kobo,13,"[Comedy, Slice of Life]",Manga,TV,6.03,"20,190",Winter,2013
1870,Choboraunyopomi Gekijou Ai Mai Mii,Seven,13,"[Comedy, Slice of Life]",4-koma manga,TV,5.88,"19,521",Winter,2013
1871,D.C.III: Da Capo III,Kazami Gakuen Koushiki Douga-bu,13,"[Ecchi, Romance, School, Drama]",Visual novel,TV,6.75,"17,529",Winter,2013
1872,"Boku no Imouto wa ""Osaka Okan""",Charaction,12,[Comedy],Original,TV,5.92,"13,594",Winter,2013
1873,Ishida to Asakura,-,12,"[Comedy, School, Seinen]",-,TV,6.01,"10,234",Winter,2013
1874,Cardfight!! Vanguard: Link Joker-hen,TMS Entertainment,59,"[Action, Adventure, Demons, Game, Shounen]",Original,TV,7.38,"10,019",Winter,2013
1875,Dokidoki! Precure,Toei Animation,49,"[Action, Fantasy, Magic, Shoujo]",Original,TV,6.9,"8,216",Winter,2013
1876,Bakumatsu Gijinden Roman,TMS Entertainment,12,"[Historical, Fantasy]",-,TV,6.18,"8,095",Winter,2013
1877,Chokkyuu Hyoudai Robot Anime: Straight Title,Bouncy,12,"[Comedy, Mecha]",-,TV,5.97,"1,494",Winter,2013
1878,gdgd Fairies 2,-,12,"[Comedy, Fantasy]",-,TV,7.12,"1,349",Winter,2013
1879,Line Offline: Salaryman,Shogakukan Music & Digital Entertainment,114,[Comedy],-,TV,6.72,"1,265",Winter,2013
1880,Gakkatsu! 2nd Season,Fanworks,25,"[Comedy, School]",-,TV,6.49,"1,257",Winter,2013
1881,Usavich V,Kanaban Graphics,13,[Comedy],Original,TV,6.58,"1,076",Winter,2013
1882,Kara The Animation,-,5,[Action],-,TV,5.92,626,Winter,2013
1883,Tenpou Suikoden Neo,Kachidoki Studio,5,[Historical],-,TV,5.18,577,Winter,2013
1884,Larva 2nd Season,-,34,[Comedy],-,TV,6.88513427562,123,Winter,2013
1885,Ganbare! Oden-kun,Kachidoki Studio,102,[Comedy],Picture book,TV,6.88513427562,117,Winter,2013
1886,Hetalia: The Beautiful World,Studio Deen,20,"[Comedy, Historical, Parody]",Web manga,ONA,7.94,"38,461",Winter,2013
1887,Cyclops Shoujo Saipuu,-,12,"[Ecchi, Comedy, School, Slice of Life]",4-koma manga,ONA,6.01,"16,832",Winter,2013
1888,Puchimas!: Petit iDOLM@STER,Gathering,64,"[Comedy, Slice of Life]",-,ONA,7.25,"9,742",Winter,2013
1889,001,-,1,[Comedy],-,ONA,3.64,"1,274",Winter,2013
1890,Koutetsu no Vendetta Episode 0,-,1,"[Action, Mecha, Military, Sci-Fi]",-,ONA,6.2,292,Winter,2013
1891,Hokori Inu no Hanashi,-,1,[],Original,ONA,6.88513427562,85,Winter,2013
1892,Wingcle Bear Hamkkehaneun Lomentig Hwaiteudei,TUBA,1,[Magic],Other,ONA,6.88513427562,68,Winter,2013
1893,Kiss x Sis,feel.,12,"[Comedy, Ecchi, Harem, Romance, School, Seinen]",Manga,OVA,7.29,"141,105",Winter,2013
1894,Mobile Suit Gundam Unicorn,Sunrise,7,"[Action, Drama, Mecha, Military, Sci-Fi, Space]",Novel,OVA,8.36,"45,549",Winter,2013
1895,"Dakara Boku wa, H ga Dekinai. OVA",feel.,1,"[Comedy, Romance, Ecchi]",Light novel,OVA,6.89,"35,433",Winter,2013
1896,Nozoki Ana,-,1,"[Comedy, Drama, Ecchi]",Manga,OVA,6.63,"23,949",Winter,2013
1897,"Kono Naka ni Hitori, Imouto ga Iru!: Ani, Imouto, Koibito",Studio Gokumi,1,"[Comedy, Ecchi, Harem, Romance, School, Seinen]",Light novel,OVA,6.9,"23,540",Winter,2013
1898,Vassalord.,Production I.G,1,"[Action, Comedy, Fantasy, Mystery, Shounen Ai, Supernatural, Vampire]",Manga,OVA,7.07,"17,125",Winter,2013
1899,Arcana Famiglia: Capriccio - stile Arcana Famiglia,J.C.Staff,1,"[Romance, Shoujo]",Visual novel,OVA,6.94,"13,753",Winter,2013
1900,SKET Dance OVA,Tatsunoko Production,1,"[Comedy, School, Shounen]",Manga,OVA,8.06,"12,458",Winter,2013
1901,Kagaku na Yatsura,Hoods Entertainment,1,"[Sci-Fi, Comedy, Romance, Ecchi, School, Seinen]",Manga,OVA,5.86,"12,134",Winter,2013
1902,Joshiraku OVA,J.C.Staff,1,"[Slice of Life, Comedy]",Manga,OVA,7.5,"10,062",Winter,2013
1903,Code Geass: Soubou no Oz Picture Drama,Sunrise,5,"[Action, Drama, Mecha, Military, School, Supernatural]",-,OVA,6.52,"7,233",Winter,2013
1904,Vanquished Queens,Arms,4,"[Action, Adventure, Ecchi, Fantasy]",Other,OVA,6.17,"6,204",Winter,2013
1905,Kuro to Kin no Akanai Kagi.,An DerCen,2,"[Romance, Josei]",Visual novel,OVA,5.87,"5,662",Winter,2013
1906,Hiiro no Kakera: Totsugeki! Tonari no Ikemenzu,Studio Deen,1,"[Comedy, Fantasy, Shoujo]",Visual novel,OVA,6.82,"5,010",Winter,2013
1907,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu OVA,-,1,"[Comedy, Ecchi, Parody, School, Shounen]",Manga,OVA,6.46,"3,738",Winter,2013
1908,Asako Get You!!,Silver Link.,2,"[Comedy, Romance, School, Seinen, Slice of Life]",-,OVA,5.9,"2,813",Winter,2013
1909,Kira Kira 5th Anniversary Live Anime: Kick Start Generation,Silver Link.,1,[Music],Visual novel,OVA,6.59,"1,485",Winter,2013
1910,Mikosuri Han-Gekijou,-,1,"[Comedy, Parody]",-,OVA,6.88513427562,73,Winter,2013
1911,Little Witch Academia,Trigger,1,"[Adventure, Comedy, Magic, Fantasy, School]",Original,Movie,8.0,"144,613",Winter,2013
1912,Death Billiards,Madhouse,1,"[Game, Mystery, Psychological, Drama, Thriller]",Original,Movie,8.03,"108,619",Winter,2013
1913,Berserk: Ougon Jidai-hen III - Kourin,Studio 4°C,1,"[Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural]",Manga,Movie,8.33,"76,516",Winter,2013
1914,Dragon Ball Z Movie 14: Kami to Kami,Toei Animation,1,"[Action, Adventure, Fantasy, Martial Arts, Shounen, Super Power]",Manga,Movie,7.6,"74,982",Winter,2013
1915,Toaru Majutsu no Index: Endymion no Kiseki,J.C.Staff,1,"[Action, Sci-Fi, Super Power, Magic]",Original,Movie,7.69,"59,827",Winter,2013
1916,Hunter x Hunter Movie: Phantom Rouge,Madhouse,1,"[Action, Adventure, Shounen, Super Power]",Manga,Movie,7.39,"50,664",Winter,2013
1917,Hanasaku Iroha: Home Sweet Home,P.A. Works,1,"[Slice of Life, Comedy, Drama]",Original,Movie,7.98,"39,446",Winter,2013
1918,Dareka no Manazashi,CoMix Wave Films,1,"[Drama, Slice of Life]",Original,Movie,7.55,"33,475",Winter,2013
1919,Arve Rezzle: Kikaijikake no Yousei-tachi,Zexcs,1,"[Action, Thriller, Drama, Mystery, Sci-Fi]",Light novel,Movie,6.42,"19,731",Winter,2013
1920,Ryo,Gonzo,1,"[Action, Samurai, Historical, Drama]",Original,Movie,5.99,"9,223",Winter,2013
1921,Star Driver the Movie,Bones,1,"[Action, Mecha, Romance, Shounen]",Original,Movie,6.8,"8,327",Winter,2013
1922,Ashita no Kibou: Kanashimi yo Arigatou - Takae Tsuneo Monogatari,-,1,"[Drama, Slice of Life]",-,Movie,6.88513427562,151,Winter,2013
1923,Lulin Da Maoxian,-,1,"[Adventure, Fantasy]",Original,Movie,6.88513427562,59,Winter,2013
1924,Kuroko no Basket: Tip Off,Production I.G,1,"[Sports, Comedy, School, Shounen]",Manga,Special,8.04,"46,136",Winter,2013
1925,Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,"A-1 Pictures, Satelight",1,"[Fantasy, Magic, Shounen]",Manga,Special,7.49,"38,900",Winter,2013
1926,Hentai Ouji to Warawanai Neko.: Henneko BBS,J.C.Staff,13,[Comedy],Light novel,Special,6.8,"17,487",Winter,2013
1927,Girls und Panzer Specials,Actas,6,"[Military, School]",Original,Special,7.2,"16,932",Winter,2013
1928,Koi to Senkyo to Chocolate Special,AIC Build,1,"[Drama, Romance, School]",Visual novel,Special,7.02,"16,929",Winter,2013
1929,Tamako Market Specials,Kyoto Animation,6,[Comedy],Original,Special,6.31,"13,475",Winter,2013
1930,"Maoyuu Maou Yuusha: Kono Monogatari wa, Daniku dake Dewanai no ja!",Arms,1,"[Adventure, Demons, Fantasy, Romance]",Novel,Special,6.78,"11,155",Winter,2013
1931,Saki Achiga-hen: Episode of Side-A Specials,Studio Gokumi,4,"[Game, Slice of Life, School]",Manga,Special,7.62,"9,654",Winter,2013
1932,Senran Kagura Specials,Artland,6,[Ecchi],-,Special,6.54,"9,297",Winter,2013
1933,Kyoto Animation: Suiei-hen,Kyoto Animation,1,[Sports],Original,Special,7.21,"8,960",Winter,2013
1934,Mobile Suit Gundam: The 08th MS Team - A Battle with the Third Dimension,Sunrise,1,"[Action, Mecha, Military]",-,Special,7.24,"4,062",Winter,2013
1935,Yonhyakunijuu Renpai Girl,Trigger,1,"[Comedy, Romance, School]",Light novel,Special,6.05,"3,209",Winter,2013
1936,Chocotan!,J.C.Staff,1,"[Comedy, Shoujo]",-,Special,6.01,"3,185",Winter,2013
1937,Vanquished Queens Specials,Arms,4,[Ecchi],Other,Special,5.65,"3,021",Winter,2013
1938,Puchimas!: Petit iDOLM@STER - Takatsuki Gold Densetsu Special!! Haruka-san Matsuri,Gathering,6,"[Slice of Life, Comedy, Music]",-,Special,6.69,"2,438",Winter,2013
1939,Ishida to Asakura Special,-,1,"[Comedy, School, Seinen]",-,Special,5.03,"2,421",Winter,2013
1940,Wooser no Sono Higurashi: Ken to Pants to Wooser to,SANZIGEN,1,"[Slice of Life, Comedy, Fantasy]",Web manga,Special,6.15,"2,321",Winter,2013
1941,Chouyaku Hyakuninisshu: Uta Koi. - Sake to Kikoushi ~ Murasaki Kishikibu to Kintou,TYO Animations,1,"[Historical, Josei]",-,Special,6.69,"1,129",Winter,2013
1942,Hana wa Saku,MAPPA,1,[Music],Original,Special,6.27,867,Winter,2013
1943,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's Mini Picture Drama,-,2,"[Comedy, Magic]",Original,Special,6.28,517,Winter,2013
1944,Nintama Rantarou: Ninjutsu Gakuen to Nazo no Onna - Kore wa Jiken Da yo! no Dan,-,1,[Comedy],-,Special,6.88513427562,120,Winter,2013
1945,Ai to Shi,-,1,[Action],Original,Special,6.88513427562,93,Winter,2013
1946,Dragon Quest: Dai no Daibouken,Toei Animation,46,"[Adventure, Comedy, Demons, Magic, Martial Arts, Fantasy, Shounen]",Manga,TV,7.77,"10,035",Fall,1991
1947,Yokoyama Mitsuteru Sangokushi,-,47,"[Adventure, Historical]",Manga,TV,7.5,"3,102",Fall,1991
1948,Honoo no Toukyuuji: Dodge Danpei,-,47,"[Comedy, Sports]",-,TV,7.48,"2,420",Fall,1991
1949,Moero! Top Striker,Nippon Animation,49,"[Action, Shounen, Sports]",-,TV,6.79,"2,257",Fall,1991
1950,Mahou no Princess Minky Momo: Yume wo Dakishimete,Production Reed,62,"[Magic, Shoujo]",Original,TV,6.72,913,Fall,1991
1951,Kinnikuman: Kinnikusei Oui Soudatsu-hen,Toei Animation,46,"[Action, Comedy, Sports, Shounen]",Manga,TV,7.02,842,Fall,1991
1952,Genji Tsuushin Agedama,Studio Gallop,51,"[Action, Parody, Comedy, Sci-Fi]",Original,TV,6.47,533,Fall,1991
1953,Reporter Blues,TMS Entertainment,52,"[Mystery, Comedy]",Original,TV,6.44,374,Fall,1991
1954,Chie-chan Funsenki: Jarinko Chie,-,39,"[Comedy, Drama, Slice of Life]",-,TV,6.88513427562,164,Fall,1991
1955,Marude Dameo,Studio Pierrot,47,"[Comedy, Sci-Fi, Shounen]",Manga,TV,6.88513427562,92,Fall,1991
1956,Ginga Eiyuu Densetsu,"Artland, Magic Bus",110,"[Military, Sci-Fi, Space, Drama]",Novel,OVA,9.11,"93,397",Fall,1991
1957,Kyoushoku Soukou Guyver II,-,6,"[Action, Adventure, Drama, Horror, Sci-Fi]",-,OVA,7.19,"5,145",Fall,1991
1958,Koko wa Green Wood,"Ajia-Do, Studio Pierrot",6,"[Comedy, Drama, Romance, Shoujo, Slice of Life, Supernatural]",Manga,OVA,6.96,"4,469",Fall,1991
1959,Ninja Ryuukenden,-,1,"[Adventure, Supernatural, Demons, Thriller, Drama, Sci-Fi, Shounen]",Game,OVA,5.79,"2,419",Fall,1991
1960,Dark Cat,-,1,"[Action, Super Power, Supernatural, Demons, Horror]",-,OVA,3.87,"1,694",Fall,1991
1961,Gall Force: New Era,AIC,2,"[Action, Military, Sci-Fi, Space, Mecha]",Original,OVA,5.99,"1,042",Fall,1991
1962,Monkey Punch no Sekai: Alice,-,1,"[Action, Comedy, Ecchi]",-,OVA,5.69,783,Fall,1991
1963,Eiyuu Gaiden Mozaicka,Studio Deen,4,[Fantasy],Original,OVA,6.02,644,Fall,1991
1964,Fuuma no Kojirou: Fuuma Hanran-hen,Animate Film,1,[Action],-,OVA,6.89,597,Fall,1991
1965,Kyuukyoku Choujin R,-,1,"[Comedy, Sci-Fi]",-,OVA,6.63,586,Fall,1991
1966,Tomoe ga Yuku!,Animate Film,2,"[Action, Drama, Romance, Thriller, Shoujo]",Manga,OVA,5.46,410,Fall,1991
1967,Gekkou no Pierce: Yumemi to Gin no Bara no Kishidan,Studio Pierrot,1,"[Fantasy, Mystery, Romance, Shoujo]",Light novel,OVA,6.16,384,Fall,1991
1968,Otohime Connection,-,1,"[Drama, Mystery, Romance, Shoujo, Slice of Life]",-,OVA,6.25,297,Fall,1991
1969,Ichigatsu ni wa Christmas,-,1,[Romance],-,OVA,6.88513427562,276,Fall,1991
1970,Neko Neko Fantasia,Animate Film,1,[Comedy],Manga,OVA,6.3,272,Fall,1991
1971,Tsuki ga Noboru made ni,-,1,"[Drama, Historical]",-,OVA,6.88513427562,228,Fall,1991
1972,Ucchare Goshogawara,J.C.Staff,1,"[Martial Arts, School, Shounen, Sports]",Manga,OVA,6.88513427562,174,Fall,1991
1973,Ore no Sora Keiji-hen,-,2,"[Action, Police, Drama]",-,OVA,6.88513427562,161,Fall,1991
1974,Nyuuin Bokki Monogatari: Odaijini!,-,2,"[Comedy, Ecchi, Seinen]",-,OVA,6.88513427562,152,Fall,1991
1975,Inferious Wakusei Senshi Gaiden Condition Green,-,6,"[Action, Sci-Fi]",-,OVA,6.88513427562,142,Fall,1991
1976,Jingi,J.C.Staff,2,"[Adventure, Police, Drama]",-,OVA,6.88513427562,142,Fall,1991
1977,Soukou Kyojin Z-Knight,Sunrise,1,[Mecha],-,OVA,6.88513427562,129,Fall,1991
1978,Choubakumatsu Shounen Seiki Takamaru,J.C.Staff,2,"[Action, Comedy, Fantasy]",-,OVA,6.88513427562,111,Fall,1991
1979,Miracle Psychicer Seizan,Studio Pierrot,5,"[Action, Adventure, Fantasy]",Original,OVA,6.88513427562,107,Fall,1991
1980,Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,-,1,"[Adventure, Comedy, Shounen]",-,Movie,7.38,"13,731",Fall,1991
1981,Adachi-ga Hara,Tezuka Productions,1,[Sci-Fi],Manga,Movie,6.02,596,Fall,1991
1982,Bakabon Osomatsu no Karee wo Tazunete Sansenri,Studio Pierrot,1,[Comedy],Original,Special,6.88513427562,203,Fall,1991
1983,Bazar dé Gozarre,-,33,[Comedy],-,Special,6.88513427562,75,Fall,1991
1984,Romeo no Aoi Sora,Nippon Animation,33,"[Adventure, Drama, Historical, Slice of Life]",Novel,TV,8.47,"17,284",Winter,1995
1985,Kishin Douji Zenki,Studio Deen,51,"[Action, Comedy, Drama, Ecchi, Fantasy, Horror, Magic, Shounen]",-,TV,7.09,"6,411",Winter,1995
1986,Ninkuu,Studio Pierrot,55,"[Adventure, Shounen]",Manga,TV,7.13,"2,632",Winter,1995
1987,Ougon Yuusha Goldran,Sunrise,48,"[Action, Sci-Fi, Adventure, Fantasy, Mecha, Shounen]",Original,TV,7.22,"1,018",Winter,1995
1988,Kuusou Kagaku Sekai Gulliver Boy,Toei Animation,50,"[Action, Adventure, Fantasy, Magic, Mecha]",-,TV,6.73,604,Winter,1995
1989,Ginga Eiyuu Densetsu,"Artland, Magic Bus",110,"[Military, Sci-Fi, Space, Drama]",Novel,OVA,9.11,"93,397",Winter,1995
1990,Armitage III,AIC,4,"[Action, Adventure, Romance, Mecha, Sci-Fi, Police]",Original,OVA,7.19,"15,960",Winter,1995
1991,Taiho Shichau zo,Studio Deen,4,"[Action, Comedy, Police, Seinen]",Manga,OVA,7.5,"9,475",Winter,1995
1992,DNA² OVA,Madhouse,3,"[Comedy, Drama, Sci-Fi]",Manga,OVA,6.71,"8,368",Winter,1995
1993,Aozora Shoujo-tai,-,7,"[Action, Comedy, Military, Romance, Shounen]",-,OVA,6.63,"3,899",Winter,1995
1994,Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura,-,1,"[Comedy, Martial Arts, Slice of Life]",-,OVA,7.35,"2,445",Winter,1995
1995,Iczer-Girl Iczelion,-,2,"[Action, Adventure, Sci-Fi]",Original,OVA,5.78,"1,331",Winter,1995
1996,Makeruna! Makendou,OLM,1,"[Magic, Comedy, Shounen]",-,OVA,5.73,599,Winter,1995
1997,Sotsugyou: Graduation,-,2,"[Drama, School]",Visual novel,OVA,6.34,591,Winter,1995
1998,Utsukushii Chikyuu wo Yogosanai de,-,1,[Drama],Picture book,OVA,6.88513427562,22,Winter,1995
1999,Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,Toei Animation,1,"[Adventure, Comedy, Fantasy, Sci-Fi, Shounen]",Manga,Movie,7.71,"62,120",Winter,1995
2000,Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,Toei Animation,1,"[Comedy, Drama, School, Shounen, Slice of Life, Sports]",-,Movie,7.68,"8,338",Winter,1995
2001,Marmalade Boy Movie,-,1,"[Romance, Shoujo]",-,Movie,7.49,"5,974",Winter,1995
2002,"Boku no Chikyuu wo Mamotte: Alice kara, Rin-kun e",Production I.G,1,"[Drama, Romance, Sci-Fi, Shoujo]",-,Movie,7.08,989,Winter,1995
2003,Macross 7 Plus,Production Reed,11,"[Mecha, Music, Slice of Life]",Original,Special,6.96,"4,130",Winter,1995
2004,Blue Seed Omake,Production I.G,14,"[Comedy, Parody]",-,Special,7.08,"2,033",Winter,1995
2005,Yamiyo no Jidaigeki,Sunrise,2,"[Historical, Horror]",-,Special,6.88513427562,112,Winter,1995
2006,Uchuu no Kishi Tekkaman Blade,Tatsunoko Production,49,"[Action, Adventure, Space, Mecha, Romance, Military, Drama, Sci-Fi, Shounen]",Original,TV,7.56,"9,098",Winter,1992
2007,Densetsu no Yuusha Da Garn,Sunrise,46,"[Mecha, Sci-Fi, Shounen]",-,TV,7.32,"2,080",Winter,1992
2008,Mama wa Shougaku 4 Nensei,Sunrise,51,"[Comedy, Drama, Sci-Fi]",Original,TV,7.28,"1,953",Winter,1992
2009,Hana no Mahoutsukai Mary Bell,"Asahi Production, Production Reed",50,"[Adventure, Magic, Fantasy, Shoujo]",Original,TV,6.67,"1,145",Winter,1992
2010,Daisougen no Chiisana Tenshi: Bush Baby,Nippon Animation,40,"[Adventure, Drama]",-,TV,7.14,"1,012",Winter,1992
2011,3x3 Eyes,Toei Animation,4,"[Action, Demons, Fantasy, Horror, Romance]",Manga,OVA,6.95,"16,571",Winter,1992
2012,Video Girl Ai,Production I.G,6,"[Comedy, Drama, Ecchi, Romance]",Manga,OVA,7.3,"14,942",Winter,1992
2013,Handsome Girl,J.C.Staff,1,"[Romance, Shoujo]",Manga,OVA,5.94,"1,887",Winter,1992
2014,Babel Nisei (OVA),J.C.Staff,4,"[Action, Sci-Fi, Mecha]",-,OVA,6.01,"1,206",Winter,1992
2015,Chameleon (OVA),Egg,6,"[Comedy, Ecchi, School, Seinen]",Manga,OVA,6.58,773,Winter,1992
2016,Kennel Tokorozawa,-,1,"[Ecchi, Comedy, School]",Manga,OVA,4.96,614,Winter,1992
2017,Madou King Granzort: Bouken-hen,-,3,"[Action, Sci-Fi, Comedy, Magic, Fantasy, Mecha, Shounen]",Original,OVA,6.52,215,Winter,1992
2018,Ruri-iro Princess,Studio Pierrot,2,"[Romance, Shoujo]",Manga,OVA,6.88513427562,207,Winter,1992
2019,Sequence,-,1,"[Romance, Sci-Fi, Shoujo]",-,OVA,6.88513427562,178,Winter,1992
2020,Shiritsu Tantai: Toki Shouzou Trouble Note - Hard & Loose,Nippon Animation,1,"[Action, Mystery]",Manga,OVA,6.88513427562,168,Winter,1992
2021,Naniwa Yuukyouden,Toei Animation,1,"[Action, Comedy]",-,OVA,6.88513427562,135,Winter,1992
2022,High School Jingi,-,1,"[Action, Comedy, Seinen]",-,OVA,6.88513427562,97,Winter,1992
2023,Ishinomori Shoutarou no Rekishi Adventure,-,5,"[Samurai, Historical]",-,OVA,6.88513427562,67,Winter,1992
2024,Terajima-chou Kidan: Ginnagashi,-,1,[Historical],Manga,OVA,6.88513427562,47,Winter,1992
2025,Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,Toei Animation,1,"[Adventure, Comedy, Fantasy, Sci-Fi, Shounen]",Manga,Movie,7.07,"60,349",Winter,1992
2026,Doraemon Movie 13: Nobita to Kumo no Oukoku,-,1,"[Adventure, Comedy]",-,Movie,7.4,"2,017",Winter,1992
2027,Dragon Quest: Dai no Daibouken Tachiagare!! Aban no Shito,Toei Animation,1,"[Action, Adventure, Magic, Fantasy, Shounen]",Game,Movie,6.76,811,Winter,1992
2028,Ramayana: The Legend of Prince Rama,-,1,[Adventure],-,Movie,7.43,596,Winter,1992
2029,21 Emon Uchuu ike! Hadashi no Princess,Shin-Ei Animation,1,"[Space, Comedy, Sci-Fi]",-,Movie,6.11,295,Winter,1992
2030,Sangokushi Daiichibu Eiyuu-tachi no Yoake,-,1,[Historical],-,Movie,6.88513427562,144,Winter,1992
2031,Patchin shite! Obaachan,-,1,[Drama],-,Movie,6.88513427562,125,Winter,1992
2032,Magical★Taruruuto-kun: Sukisuki Takoyaki!,Toei Animation,1,"[Adventure, Comedy, Ecchi, Fantasy, Magic, School]",-,Movie,6.88513427562,101,Winter,1992
2033,Boyfriend,-,1,"[Sports, Romance, Shoujo]",-,Special,6.88513427562,280,Winter,1992
2034,Dr. Slump: Arale-chan '92 Oshougatsu Special,Toei Animation,3,"[Sci-Fi, Comedy, Shounen, Shounen]",Manga,Special,6.88513427562,249,Winter,1992
2035,Air,Kyoto Animation,13,"[Slice of Life, Supernatural, Drama, Romance]",Visual novel,TV,7.46,"198,503",Winter,2005
2036,Aa! Megami-sama! (TV),AIC,24,"[Comedy, Supernatural, Magic, Romance, Seinen]",Manga,TV,7.44,"102,066",Winter,2005
2037,Mahou Sensei Negima!,Xebec,26,"[Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural]",Manga,TV,7.09,"80,875",Winter,2005
2038,Girls Bravo: Second Season,AIC Spirits,13,"[Comedy, Ecchi, Fantasy, Harem, Romance, School]",Manga,TV,6.87,"60,296",Winter,2005
